post_id,comment_id,author,body,score,created_utc,ups,downs,result
1od3wxl,nkr3d8u,Tanooki07,"Of course they don't want you leave, they don't want their freeride to end and your brother doesn't want their freeloading selfs. Move out, somewhere they can't follow and ignore the guilt trips. NTA.",317,1761127243.0,317,0,NTA
1od3wxl,nkr3qgk,AfternoonGullible983,NTA Your parents are abusing you emotionally and financially. Get them out of your home as fast as you can.,214,1761127447.0,214,0,NTA
1od3wxl,nkr48i3,International-Fee255,NTA Coersive control csn happen in non romantic relationships. You need to move out for your mental health and independence.,54,1761127716.0,54,0,NTA
1od3wxl,nkr5czf,Fit-Refuse-1447,"NTA  Stop paying their bills. If your dad refuses to do online banking, that's his problem, not yours.  Try and write up the ways he used to manipulate you, and figure out adequate counters in advance. You might also use the pop-the-why-stack method. Every time he says he can't do something, ask why. ""I can't pay this bill."" Why? ""I don't have online banking."" Why? and so on. This way you finally arrive to the fact it's his choice not to do something - and that's where you point out it's not an accident or fate, he has choosen this way.  You might also calculate, just in case, how much they have saved by living with you. Should your dad make a show for ""giving you money"", you can then show how much you have actually given him by paying the rent and utilities.  Create an action plan with specific cutoff dates, and allow your family a reasonable response time. That is, don't tell your folks to move out within 2 weeks, maybe in two or three months. Or, announce you will terminate the lease in three months, and will move to a place of your own. Then it's up to your parents to figure out where they are moving - but not with you.",47,1761128320.0,47,0,NTA
1od3wxl,nkr39sd,Sputtrosa,"Find another place to move to, but don't tell them until you've signed the contract.   &gt; I am tired of being manipulated, micromanaged and treated as a child   Then you say that.   If you really want to drive home the point that it's just you moving, get a place that would be too small for all of you.   NTA. Sorry that you're going through this, it sounds stressful.",22,1761127192.0,22,0,NTA
1od3wxl,nkr625z,_goneawry_,"Not only YWNBTA, personally I think you need to do this for your mental health and personal well-being. You are so enmeshed with your parents that you feel you cannot say no to them, and your inability to set any meaningful boundaries with your family is enabling your father's ""helpless"" behavior and your brother is perfectly happy to let you shoulder the whole load as long as he's not inconvienienced.  These people have been taking advantage of you for years, of course they won't like it when their free ride is gone and do everything they can to keep you wrapped up in their needs. It benefits them for you to serve them, but that's not love. When your father says ""Oh so you mean you want all of us to go separate ways"" have you considered that the answer might be yes?  Your parents are adults, they are not broke, they will figure things out if you stop paying everything for them and managing all their emotional needs. If your only options are ""be a self-sacrificing doormat for the rest of your life"" or ""be seen as a b\*tch for insisting on my humanity"", humanity wins. In addition to moving out and separating your finances, I really really hope you can get some therapy. When you're living in a dynamic like this it's almost impossible to see how much it affects you and how deep it goes. Wishing you the best.",23,1761128693.0,23,0,NTA
1od3wxl,nkr7r2k,KaliTheBlaze,"NTA.  My dear, you are an independent adult human being, and not a beast of burden.  You are not obliged to let your parents load you up until all that can be seen are the tips of your ears like an overworked donkey.  If anyone gives you trouble over it, tell them that they’re welcome to host your parents for a few years and see how they feel about being used that way.",11,1761129574.0,11,0,NTA
1od3wxl,nkr5kat,silentjudge_,"NTA.  You’re an adult, entitled to an independent life, too.   And, as you said, it’s not like your parents really depend on you, under their control a useful tool they don’t want to lose. Hence the emotional blackmailing.  According to what you said, you will be hard judged regardless of what you do. Then, you might as well move out and get better privacy and financial stability while at it.",8,1761128427.0,8,0,NTA
1od3wxl,nkr8jzc,Putrid_Dream9755,"NTA but if THEY live with YOU, why would YOU move out? Or do you mean you're renting &amp; would just break/not renew the lease? Either way, yeah, get out.",8,1761129971.0,8,0,NTA
1od3wxl,nkrjd7k,paul_rudds_drag_race,"I don’t think you’re the AH for wanting to end this dynamic, but quit trying to drag your brother into doing what you’ve been doing. It’s up to him if he wants to help/enable.",5,1761134759.0,5,0,INFO
